name,description,site,github,tags,stars
String.js,"string.js, or simply S is a lightweight (< 4k minified and gzipped) JavaScript library for the browser or for Node.js that provides extra String methods. Originally, it modified the String prototype. But I quickly learned that in JavaScript, this is considered poor practice.",http://stringjs.com,https://github.com/jprichardson/string.js,npm,557
jQuery,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development. jQuery is designed to change the way that you write JavaScript.",http://jquery.com/,https://github.com/jquery/jquery,jquery,27155
jQuery Mobile,"jQuery Mobile: Touch-Optimized Web Framework for Smartphones & Tablets\n\nA unified, HTML5-based user interface system for all popular mobile device platforms, built on the rock-solid jQuery and jQuery UI foundation. Its lightweight code is built with progressive enhancement, and has a flexible, easily themeable design.",http://jquerymobile.com/,https://github.com/jquery/jquery-mobile,jquery,8769
jQuery UI,"jQuery UI - Interactions and Widgets for the web\njQuery UI provides interactions like Drag and Drop and widgets like Autocomplete, Tabs and Slider and makes these as easy to use as jQuery itself.",http://jqueryui.com/,https://github.com/jquery/jquery-ui,jquery,8005
QUnit,"QUnit is a powerful, easy-to-use, JavaScript test suite. It's used by the jQuery project to test its code and plugins but is capable of testing any generic JavaScript code (and even capable of testing JavaScript code on the server-side).\n\nQUnit is especially useful for regression testing: Whenever a bug is reported, write a test that asserts the existence of that particular bug. Then fix it and commit both. Every time you work on the code again, run the tests. If the bug comes up again - a regression - you'll spot it immediately and know how to fix it, because you know what code you just changed.",http://qunitjs.com,https://github.com/jquery/qunit,unit,2752
Sizzle,A pure-JavaScript CSS selector engine\ndesigned to be easily dropped in to a host library.,http://sizzlejs.com/,https://github.com/jquery/sizzle/,,2833
jQuery Tools,jQuery Tools - The Missing UI library for the Web\njQuery Tools is a collection of the most important user-interface components for modern websites. Used by large sites all over the world.,http://jquerytools.org,https://github.com/jquerytools/jquerytools,jquery,1834
RequireJS,"RequireJS is a JavaScript file and module loader. It is optimized for in-browser use, but it can be used in other JavaScript environments, like Rhino and Node. Using a modular script loader like RequireJS will improve the speed and quality of your code.",http://requirejs.org/,https://github.com/jrburke/requirejs,,4977
Poet,"Poet has your code-blogging back. Renders markdown, jade, or any templated files as posts, tag it up with metadata that's passed into any view engine you want, instant pagination, tag and category views, and home in time for dinner.",http://jsantell.github.io/poet,https://github.com/jsantell/poet,,260
Textillate,Textillate.js combines some awesome libraries to provide an ease-to-use plugin for applying CSS3 animations to any text.,http://jschr.github.com/textillate/,https://github.com/jschr/textillate,"jquery, lettering, text",1166
jsDoc 3,"JSDoc 3 is an API documentation generator for JavaScript, similar to JavaDoc or PHPDoc. You add documentation comments directly to your source code, right along side the code itself. The JSDoc Tool will scan your source code, and generate a complete HTML documentation website for you.",http://usejsdoc.org,https://github.com/jsdoc3/jsdoc,,1386
Pixastic,"Pixastic is a JavaScript library which allows you to perform a variety of operations, filters and fancy effects on images using just a bit of JavaScript.",http://www.pixastic.com/,https://github.com/jseidelin/pixastic/,"canvas, html5",481
Cascade Framework,"Cascade Framework is a component based client framework for building web UI quickly with feature focused HTML, CSS and Javascript. It offers full support for modern and older browsers alike. The framework is focused on combining optimal performance with optimal flexibility.",http://cascade-framework.com/,https://github.com/jslegers/cascadeframework,"css, html5, responsive",85
Cascade Framework Light,A Light version of Cascade Framework,http://jslegers.github.io/cascadeframeworklight/,https://github.com/jslegers/cascadeframeworklight,"css, framework, ui",7
JSLogger,Log Javascript errors and events in the cloud.,http://jslogger.com,https://github.com/jslogger/jslogger,logger,20
JSX,"JSX is a statically-typed, object-oriented programming language designed to run on modern web browsers. Being developed at DeNA as a research project, the language has following characteristics.\n*faster: JSX performs optimization while compiling the source code to JavaScript. The generated code runs faster than an equivalent code written directly in JavaScript. The gain may vary, but even the optimized JavaScript libraries like Box2D becomes faster when ported to JSX (12% faster on iOS 5.1, 29% faster on Android 2.3). \n*safer: In contrast to JavaScript, JSX is statically-typed and mostly type-safe. The quality of applications becomes higher when being developed using JSX, since many errors will be caught during the compilation process. It also offers debugging features at the compiler level as well. \n*easier: JSX offers a solid class system much like the Java programming language, freeing the developers from working with the too-primitive prototype-based inheritance system provided by JavaScript. Expressions and Statements are mostly equal to JavaScript, so it is easy to for JavaScript programmers to start using JSX.",http://jsx.github.io/,https://github.com/jsx/JSX,,365
Sharrre,"Sharrre is a jQuery plugin that allows you to create nice widgets sharing for Facebook,\nTwitter, Google Plus (with PHP script) and more.",http://sharrre.com,https://github.com/Julienh/Sharrre,"facebook, share, twitter",501
FuncUnit,"FuncUnit is a free, open source, web application testing framework that focuses on making tests fun and enjoyable.",http://javascriptmvc.com,https://github.com/jupiterjs/funcunit,unit,
JavaScriptMVC,"JavaScriptMVC is an open-source framework containing the best ideas in jQuery development.\n\nIt guides you to successfully completed projects by promoting best practices, maintainability, and convention over configuration.",http://javascriptmvc.com,https://github.com/jupiterjs/javascriptmvc,,
StealJS,"The steal script is a script loader and dependency management tool. Features:\n\nLoad JavaScript, CSS, Less, CoffeeScript, and a variety of client-side templates.\nLoad files relative to the current file, steal?s root folder, your server, or from other domains.\nLoad a single file only once (the whole dependency management thing).",http://javascriptmvc.com,https://github.com/jupiterjs/steal,,
audiolib.js,"audiolib.js is a powerful toolkit for audio written in JS.\n\nIt ships with most of the common tools such as:\n\nReverbs\nComb/IIR/Biquad/All-Pass/Low-Pass/Band-Pass/High-Pass filters\nDelays\nOscillators\nFFT and other analyzing tools\nStep sequencers\nEnvelope controls\nNoise generators\nSamplers\nIn addition, it hosts these tools in a comprehensive framework, that makes it simple to write a single effect and provides the higher level abstraction on top of that, making the whole system comfortable for both users and plugin authors.\n\nAs for the higher level abstraction, audiolib.js features a sophisticated automation API, alongside with pre-processing hooks, sample level access and buffer level management.",http://audiolibjs.org/,https://github.com/jussi-kalliokoski/audiolib.js,,462
PlayN,PlayN\nis a cross-platform game abstraction library for writing games that compile to:\n\nDesktop Java\nHTML5 Browsers\nAndroid\niOS\nFlash,http://code.google.com/p/playn/,https://github.com/Just-/playn,"android, canvas, jvm, webgl",3
AnySlider,"A lightweight jQuery plugin which allows you to create a slider for any kind of content, HTML, images or YouTube clips.",http://jwilsson.com/anyslider/,https://github.com/jwilsson/AnySlider,"carousel, responsive, slider",10
smoke.js,"A framework-agnostic styled alert system for javascript.\n\nLightweight, flexible, css3 animation, blah blah blah easy to use something clever needs to go here.",http://smoke-js.com/,https://github.com/jyoungblood/smoke.js/,,
Treeview,"Lightweight and flexible transformation of an unordered list into an expandable and collapsable tree, great for unobtrusive navigation enhancements. Supports both location and cookie based persistence.\n\nProvides some options for customizing, an async-tree extension and an experimental sortable extension.",http://bassistance.de/jquery-plugins/jquery-plugin-treeview/,https://github.com/jzaefferer/jquery-treeview,"jquery, tree, treeview",343
